iyear,imonth,iday,latitude,longitude,city
1986,12,5,26.350435,89.443486,Khagrabari
1988,2,5,22.75071,86.744152,Satnala
1988,2,5,22.75071,86.744152,Satnala
1988,2,5,22.75071,86.744152,Satnala
1988,4,5,21.26707,78.809239,Kohali
1988,4,5,26.449923,80.331874,Kanpur
1988,6,5,27.046316,88.271156,Darjeeling
1988,9,5,23.485726,75.654487,Mehadpur
1988,11,5,30.898024,75.860077,Ludhiana
1989,2,5,30.733315,76.779418,Chandigarh
1989,2,5,30.954424,74.612085,Firozpur district
1989,3,5,31.503363,74.80977,Jhabal Mannan
1989,3,5,26.200605,92.937574,Unknown
1989,3,5,26.746018,92.095943,Udalguri
1989,3,5,29.757778,77.0625,Guga Pir
1989,5,5,30.898024,75.860077,Ludhiana
1989,10,5,31.633078,74.878288,Amritsar
1989,10,5,28.095366,74.984953,Rasulpur
1990,1,5,31.107153,74.976402,Makhu
1990,1,5,18.102984,74.092428,Bhade
1990,1,5,31.8186,75.2028,Batala district
1990,3,5,34.08374,74.789902,Srinagar
1990,4,5,29.390946,76.963502,Panipat
1990,4,5,34.08374,74.789902,Srinagar
1990,4,5,34.08374,74.789902,Srinagar
1990,6,5,26.149794,91.763931,Dispur
1990,8,5,29.969512,76.878282,Kurukshetra
1991,2,5,34.08374,74.789902,Srinagar
1991,2,5,34.288891,74.463715,Sopore
1991,4,5,31.95629,75.616841,Mukerian
1991,4,5,30.898024,75.860077,Ludhiana
1991,8,5,31.8186,75.2028,Batala
1991,8,5,31.51655,75.28897,Beas
1991,12,5,28.620794,79.812865,Pilibhit
1991,12,5,29.716313,75.905675,Tohana
1991,12,5,28.620794,79.812865,Pilibhit
1991,12,5,27.906465,80.796249,Kheri
1991,12,5,31.147131,75.341218,Unknown
1992,8,5,25.181797,93.119019,Mahur
1992,12,5,34.08374,74.789902,Srinagar
1994,6,5,21.097542,81.037781,Rajnandgaon
1994,12,5,26.120888,85.36472,Muzaffarpur
1994,12,5,18.672505,78.094087,Nizamabad district
1995,2,5,24.663717,93.906269,Manaing Khol
1995,3,5,25.6701,94.1077,Kohima
1995,8,5,33.14575,75.548049,Doda district
1996,1,5,33.20141,75.646993,Barshala
1996,5,5,25.096074,85.313119,Unknown
1996,5,5,34.08374,74.789902,Srinagar
1996,7,5,25.906267,93.72759,Dimapur
1996,10,5,34.08374,74.789902,Srinagar
1996,10,5,34.356813,74.664196,Saderkoot Payeen
1996,12,5,34.08374,74.789902,Srinagar
1996,12,5,34.08374,74.789902,Srinagar
1997,7,5,34.08374,74.789902,Srinagar
1997,7,5,34.288891,74.463715,Sopore
1997,12,5,34.08374,74.789902,Srinagar
1997,12,5,24.346092,93.699904,Churanchandpur
1998,5,5,33.639869,74.263416,Surankot
1998,5,5,33.14575,75.548049,Doda district
1999,5,5,33.904121,75.085403,Dadsara
1999,8,5,30.580791,74.824222,Kotkapura
2000,3,5,33.778175,76.576171,Badampura
2000,4,5,17.376812,78.487812,Hyderabad
2001,1,5,33.767001,74.092404,Poonch
2001,1,5,34.08374,74.789902,Srinagar
2001,3,5,33.639869,74.263416,Surankot
2001,4,5,33.778175,76.576171,Unknown
2001,5,5,26.120888,85.36472,Muzaffarpur
2001,8,5,34.071834,74.647046,Watal Pora
2001,8,5,26.54257,90.474846,Bongaigaon District
2001,8,5,33.14575,75.548049,Doda district
2001,12,5,33.778175,76.576171,Krishnaghati
2002,7,5,34.08374,74.789902,Srinagar
2002,9,5,34.084253,74.504122,Kunzer
2002,9,5,34.015318,74.797339,Srinagar
2002,12,5,33.874027,74.901505,Pulwama
2003,1,5,33.64542,75.019676,Kulgam
2003,1,5,16.686167,79.941782,Kothur
2003,3,5,33.64542,75.019676,Kulgam
2003,5,5,34.211864,74.770804,Ganderbal
2003,5,5,33.14575,75.548049,Doda
2003,11,5,24.251281,94.301304,Moreh
2003,11,5,24.798346,93.94043,Imphal
2004,4,5,33.874027,74.901505,Pulwama
2004,6,5,32.726602,74.857026,Jammu
2004,10,5,26.275268,92.953375,Unknown
2004,12,5,33.874027,74.901505,Pulwama
2005,1,5,33.778175,76.576171,Unknown
2005,7,5,26.8,82.2,Ayodhya
2005,7,5,34.526179,74.254614,Kupwara district
2005,7,5,22.879946,84.565198,Kharpani
2006,4,5,34.205605,74.353867,Baramulla
2006,10,5,27.567739,95.557243,Doom Dooma
2006,11,5,26.149794,91.763931,Guwahati
2007,1,5,27.508487,95.177208,Sadiya
2007,2,5,26.47371,89.725084,Kamakhyaguri
2007,6,5,19.203677,81.934386,Bastar district
2007,6,5,19.203677,81.934386,Bastar district
2007,7,5,26.149794,91.763931,Guwahati
2007,8,5,26.209015,92.938442,Sonari
2007,8,5,26.980229,94.630088,Sivasagar
2007,8,5,33.921168,75.014605,Awantipora
2008,1,5,21.466872,83.981166,Sambalpur district
2008,6,5,24.798346,93.94043,Imphal
2008,6,5,24.33168,94.000705,Chandel
2008,6,5,19.134662,81.38943,Barsur
2008,6,5,26.468291,84.45252,Gopalganj
2008,6,5,18.895394,81.351442,Dantewada
2008,7,5,26.430833,85.140561,East Champaran district
2008,7,5,26.662885,91.354721,Baska district
2008,7,5,23.744186,84.504429,Latehar district
2008,8,5,33.14575,75.548049,Doda
2008,8,5,20.240762,80.596959,Sitagaon
2008,8,5,18.966789,80.348801,Kotapalli
2008,10,5,24.798346,93.94043,Imphal
2008,11,5,20.134204,84.016742,Kandhamal district
2008,12,5,26.170734,92.932352,Parakhowa
2008,12,5,18.108706,82.10879,Chitrakonda
2008,12,5,23.264121,85.644772,Rahe
2009,1,5,24.317736,84.098646,Telari
2009,2,5,25.968244,93.437215,North Cachar Hills district
2009,5,5,24.657136,84.436135,Deo
2009,5,5,24.798346,93.94043,Imphal
2009,5,5,18.364195,81.892418,Malkangiri district
2009,5,5,21.097542,81.037781,Rajnandgaon
2009,5,5,26.580553,92.997739,Baghjaan
2009,6,5,21.33894,85.788664,Harichandpur
2009,6,5,22.16034,88.378559,Gokulnagar
2009,6,5,33.874027,74.901505,Pulwama
2009,8,5,18.815236,82.712102,Koraput district
2009,8,5,22.408038,87.381073,Aankro
2009,8,5,22.408038,87.381073,Chilgora
2009,11,5,26.749365,93.880389,Bali Chapori
2009,11,5,21.716876,84.484851,Anandpur
2010,3,5,22.786479,87.054932,Sarulia
2010,4,5,23.744186,84.504429,Latehar district
2010,4,5,18.815236,82.712102,Koraput district
2010,5,5,17.753365,81.374123,Chatti
2010,6,5,22.451393,86.992203,Jhargam
2010,6,5,18.791667,80.816667,Bijapur
2010,6,5,23.351452,85.376997,Namkum
2010,7,5,20.181843,80.006844,Gadchiroli district
2010,7,5,17.858395,81.434522,Kalimela
2010,9,5,22.876869,88.384625,Dharampur
2010,10,5,19.315328,75.859205,Talwada
2010,11,5,24.877812,86.921828,Baratand
2010,11,5,24.414869,84.436289,Barwadih
2010,12,5,22.404193,87.379866,West Midnapore district
2011,2,5,33.87962,74.94857,Koil
2011,2,5,20.181843,80.006844,Gadchiroli district
2011,2,5,21.4598,80.195,Gondia
2011,3,5,18.52981,80.398012,Peruru
2011,4,5,34.399281,74.281273,Handwara
2011,4,5,24.798346,93.94043,Imphal
2011,4,5,23.332078,86.365208,Purulia district
2011,5,5,20.181843,80.006844,Gadchiroli district
2011,5,5,24.798346,93.94043,Imphal
2011,5,5,24.798346,93.94043,Imphal
2011,6,5,20.215441,80.144254,Kurkeda
2011,7,5,17.958613,81.685681,Potteru
2012,3,5,24.204235,84.870937,Chatra
2012,4,5,25.194722,90.345,Gasuapara
2012,4,5,25.376892,89.869963,Lokaichar
2012,4,5,25.855133,93.625149,Rongbong
2012,4,5,34.042171,74.786728,Hyderpora
2012,5,5,24.666465,94.023631,Wangkhem
2012,6,5,24.65233,93.990834,Thoubal
2012,6,5,13.024523,77.640726,Kalyan Nagar
2012,6,5,18.8,80.8167,Gangapur
2012,6,5,22.709817,85.538047,Kuitopa village
2012,7,5,25.67035,94.109515,Kohima
2012,7,5,18.363526,81.895253,Madakapodur
2012,8,5,33.64542,75.019676,Kulgam
2012,9,5,24.432459,93.804188,Kumbi
2012,10,5,25.446142,93.013695,Dima Hasao district
2012,12,5,19.414814,80.589669,Bhamragad
2013,2,5,18.9,81.35,Dantewada district
2013,2,5,23.755579,84.354205,Bhendatungri
2013,3,5,24.798346,93.94043,Imphal
2013,5,5,24.152633,84.856793,Lenjua
2013,5,5,26.49598,90.702507,Bijni
2013,6,5,25.610218,85.141659,Patna district
2013,6,5,25.860614,90.515141,Nengsawakse
2013,6,5,33.822873,74.853637,Rajpora
2013,6,5,21.097542,81.037781,Rajnandgaon
2013,9,5,25.5,90.333333,Garo Hills
2013,11,5,25.224232,90.376999,Gasuapara
2013,12,5,26.846511,80.946683,Lucknow
2013,12,5,25.580663,90.574495,Samanda Megapgre
2014,5,5,24.64978,93.953334,Kiyam Siphai
2014,5,5,19.309178,84.793692,Berhampur
2014,5,5,24.533599,84.000216,Hussainabad
2014,6,5,19.210846,73.133624,Adavali
2014,6,5,26.183789,93.591514,Rimthiyam
2014,7,5,26.605271,93.634392,Naharjan
2014,8,5,25.541221,90.031987,Chiringpara
2014,8,5,26.673885,92.85771,Sonitpur district
2014,8,5,26.673885,92.85771,Sonitpur district
2014,10,5,23.863492,85.827328,Narki
2014,10,5,11.874478,75.370366,Kannur
2014,11,5,18.750202,80.882291,Pamalwaya
2014,11,5,25.548505,90.326602,Oragitok
2014,11,5,18.84563,81.383933,Dantewada district
2014,12,5,25.330097,90.563609,Rongrakgre
2014,12,5,33.931011,75.114212,Tral
2014,12,5,34.100845,74.107846,Mohara
2014,12,5,33.721287,74.831062,Shopian
2014,12,5,34.138571,74.799555,Srinagar
2014,12,5,17.408542,82.715443,Nakkapalli
2014,12,5,25.213044,90.762847,Dambuk Aga
2015,2,5,25.095386,94.361652,Ukhrul district
2015,2,5,22.973423,78.656894,Garia
2015,2,5,22.973423,78.656894,Harrajpura
2015,2,5,24.708511,92.874,Kazidahar
2015,2,5,21.097832,81.031553,Rajnandgaon district
2015,3,5,23.994737,93.126554,Khawlian
2015,3,5,25.409215,85.07367,Neema
2015,5,5,18.343586,81.882528,Malkangiri district
2015,8,5,32.914418,75.141737,Udhampur
2015,8,5,34.217723,74.771973,Ganderbal
2015,8,5,20.199156,81.076453,Kanker district
2015,8,5,22.370878,86.502575,Jiyan
2015,8,5,24.481054,87.759227,Maheshpur
2015,8,5,25.780077,90.407905,Manggakgre
2015,8,5,11.664364,78.146325,Salem district
2015,9,5,18.574826,82.37493,Madakapadar
2015,9,5,24.383788,94.148169,Tengnoupal
2015,10,5,33.778175,76.576171,Tilpatren
2015,10,5,24.63036,93.759829,Bamdier
2015,11,5,34.08374,74.789902,Srinagar
2016,1,5,17.951783,82.304488,Jerrila
2016,1,5,18.13407,82.618672,Manchangiputta
2016,1,5,9.925267,78.119732,Madurai
2016,1,5,9.925201,78.119775,Madurai
2016,1,5,9.924872,78.112438,Madurai
2016,1,5,23.064821,85.273322,Sondari
2016,1,5,18.487408,80.974881,Tarrem
2016,2,5,25.605473,85.146213,Kachi Dargah
2016,2,5,25.377319,90.676019,Jadigittim
2016,2,5,25.049281,94.35982,Zalembung
2016,3,5,24.928265,86.230355,Jamui
2016,4,5,34.526387,74.256614,Sheikhpura
2016,4,5,25.567169,90.525782,East Garo Hills district
2016,4,5,22.127865,82.993434,Kadgaon
2016,4,5,19.59336,81.663485,Kudur
2016,5,5,24.3262,94.0006,Chandel district
2016,6,5,20.317241,81.269729,Mura
2016,6,5,18.845629,81.382031,Dantewada district
2016,6,5,18.798609,80.526115,Perampalli
2016,6,5,34.08374,74.789902,Srinagar
2016,7,5,24.297742,93.258109,Hmar Veng
2016,8,5,24.798346,93.94043,Imphal
2016,8,5,26.401436,90.266699,Kokrajhar
2016,8,5,26.30348,89.851106,Tamarhat
2016,9,5,33.961015,74.830215,Bugam
2016,10,5,24.798346,93.94043,Imphal
2016,11,5,25.284142,81.93663,Karchana
2016,12,5,33.744053,74.910647,Imam Sahib
2017,1,5,33.802216,74.940395,Chitragam
2017,1,5,20.273183,80.307383,Kehakavi
2017,2,5,18.813227,81.579399,Gatan
2017,2,5,17.806766,81.157827,Alligudem
2017,3,5,34.36309,74.46353,Pazalpora
2017,3,5,26.933,94.7481,Dubluhabi
2017,3,5,26.65,84.9167,East Champaran district
2017,4,5,29.27586,77.730901,Khatauli
2017,4,5,12.891176,74.83463,Mangaluru
2017,4,5,25.010278,85.188611,Sheikhbigh
2017,5,5,18.189974,82.932406,Visakhapatnam district
2017,6,5,20.309067,83.728802,Pokharibandha
2017,6,5,34.225807,74.641022,Sumbal
2017,7,5,24.38088,84.526821,Kothi
2017,8,5,24.640415,94.07408,Nongpok Lourembam Mamang Leikai
2017,8,5,34.026206,74.824394,Srinagar
2017,8,5,34.288891,74.463715,Sopore
2017,9,5,20.591816,81.018646,Hitkasa
2017,9,5,27.351796,96.016137,Jairampur
2017,9,5,26.898622,88.187205,Mirik
2017,9,5,12.92684,77.518899,Bangalore
2017,10,5,18.142348,81.587167,Bapanapalli
2017,10,5,24.798346,93.94043,Imphal
2017,11,5,24.1786,83.983611,Nawgarha
2017,12,5,17.9167,82.8,Madugula
2017,12,5,17.616112,80.775792,Venkatapuram
2017,12,5,18.994111,82.068441,Duler
1986,1,6,31.147131,75.341218,Unknown
1986,1,6,31.633078,74.878288,Amritsar
1986,1,6,31.326015,75.576183,Jalandhar district
1986,2,6,31.147131,75.341218,Gumang Kalaveli
1986,3,6,31.37148,75.393681,Kapurthala
1986,3,6,31.633078,74.878288,Amritsar
1986,5,6,31.633078,74.878288,Amritsar
1986,6,6,31.147131,75.341218,Chola Sahels
1986,6,6,24.663717,93.906269,Unknown
1986,6,6,30.34,76.38,Patiala
1986,6,6,30.898024,75.860077,Ludhiana
1986,8,6,28.690073,77.213982,Delhi
1986,11,6,28.585836,77.153336,New Delhi
1987,6,6,28.585836,77.153336,New Delhi
1987,6,6,28.585836,77.153336,New Delhi
1987,7,6,30.733315,76.779418,Chandigarh
1987,8,6,31.633078,74.878288,Amritsar
1987,8,6,31.767153,74.860947,Jagdev Kalan
1987,9,6,32.040763,75.401886,Gurdaspur District
1987,9,6,31.660681,75.12243,Chogawan
1988,3,6,31.242247,75.018764,Ratoke
1988,3,6,30.245796,75.842072,Sangrur District
1988,3,6,30.37,75.87,Dhuri
1988,5,6,30.966064,76.523162,Rupnagar district
1988,9,6,25.92,82.2,Patti
1988,9,6,31.534899,75.910571,Hoshiapur district
1989,1,6,30.898024,75.860077,Ludhiana
1989,1,6,30.898024,75.860077,Ludhiana
1989,5,6,30.954424,74.612085,Firozpur
1989,5,6,17.855889,77.514645,Chitta
1989,5,6,31.065739,75.410127,Sohal
1989,6,6,31.147131,75.341218,Unknown
1989,6,6,31.147131,75.341218,Unknown
1990,1,6,34.288891,74.463715,Sopore
1990,2,6,29.218264,79.512977,Haldwani
1990,4,6,34.08374,74.789902,Srinagar
1990,4,6,34.08374,74.789902,Srinagar
1990,6,6,31.8186,75.2028,Batala
1990,6,6,34.08374,74.789902,Srinagar
1990,7,6,34.08374,74.789902,Srinagar
1990,10,6,28.690073,77.213982,Delhi
1990,12,6,30.733315,76.779418,Chandigarh
1991,2,6,21.073964,80.437692,Sirpur
1991,4,6,22.905728,88.338168,Sugandha
1991,4,6,34.08374,74.789902,Srinagar
1991,5,6,34.08374,74.789902,Srinagar
1991,5,6,30.245796,75.842072,Sangrur District
1991,6,6,30.733315,76.779418,Chandigarh
1991,6,6,30.733315,76.779418,Chandigarh
1991,6,6,25.696997,82.806156,Naipura
1991,7,6,31.633078,74.878288,Amritsar
1991,7,6,31.326015,75.576183,Jalandhar
1991,7,6,30.672393,74.755048,Faridkot
1991,7,6,25.607698,85.484796,Mahnar
1991,9,6,30.898024,75.860077,Ludhiana
1991,9,6,30.898024,75.860077,Ludhiana
1991,10,6,31.551013,75.173508,Khilchian
1991,12,6,26.846709,80.946159,Unknown
1992,1,6,30.898024,75.860077,Ludhiana
1992,1,6,31.633078,74.878288,Amritsar
1992,1,6,30.898024,75.860077,Ludhiana
1992,3,6,34.08374,74.789902,Srinagar
1992,5,6,28.690073,77.213982,Delhi
1992,5,6,30.34,76.38,Patiala
1992,6,6,19.075984,72.877656,Bombay
1992,7,6,31.633078,74.878288,Amritsar
1992,10,6,25.096074,85.313119,Unknown
1992,12,6,26.8,82.2,Ayodhya
1994,6,6,34.016075,75.31498,Pahalgam
1994,8,6,34.08374,74.789902,Srinagar
1994,11,6,32.726602,74.857026,Jammu
1995,2,6,32.841029,74.462821,Pallanwala
1995,3,6,15.9129,79.739988,Unknown
1995,3,6,25.096074,85.313119,Unknown
1995,3,6,33.863483,74.767929,Charar-i-Sharif
1995,6,6,24.251281,94.301304,Moreh
1995,12,6,30.898024,75.860077,Ludhiana
1996,3,6,34.08374,74.789902,Srinagar
1996,5,6,34.08374,74.789902,Srinagar
1996,5,6,34.08374,74.789902,Srinagar
1996,5,6,26.200605,92.937574,Unknown
1996,7,6,33.778175,76.576171,Patakota
1996,12,6,26.444619,91.441053,Nalbari district
1996,12,6,26.444619,91.441053,Nalbari district
1997,4,6,32.264338,75.642112,Pathankot
1997,6,6,32.264338,75.642112,Pathankot
1997,12,6,33.437013,75.193934,Banihal
1997,12,6,11.079703,77.175836,Thottipalayam
1997,12,6,11.079703,77.175836,Thottipalayam
1997,12,6,11.079703,77.175836,Thottipalayam
1998,10,6,33.778175,76.576171,Bangwani
1999,7,6,33.639869,74.263416,Surankot
1999,8,6,34.426355,74.322821,Chaki Natnusa
1999,8,6,23.846698,91.909924,Dhalai district
1999,9,6,23.997294,91.9906,Manu
1999,12,6,23.401281,88.501557,Krishnanagar
2000,1,6,28.585836,77.153336,New Delhi
2001,3,6,26.516287,90.156602,Fulkumari
2001,4,6,34.205605,74.353867,Baramulla
2001,6,6,34.08374,74.789902,Srinagar
2001,8,6,23.179301,75.78491,Ujjain
2001,8,6,19.075984,72.877656,Mumbai
2001,9,6,33.300854,75.179344,Digdol
2002,1,6,33.286298,74.915031,Jamaslan
2002,1,6,33.437013,75.193934,Banihal
2002,8,6,34.016075,75.31498,Pahalgam
2002,8,6,33.371715,74.315313,Rajouri
2002,8,6,34.526179,74.254614,Kupwara district
2002,9,6,32.8975,74.893056,Gorni
2002,11,6,33.732216,75.157913,Anantnag
2003,1,6,34.08374,74.789902,Srinagar
2003,2,6,33.758958,75.042109,Frisal
2003,5,6,34.043775,74.866795,Lasjan
2003,5,6,33.874027,74.901505,Pulwama
2003,9,6,34.08374,74.789902,Srinagar
2003,9,6,32.726602,74.857026,Jammu
2003,12,6,9.163739,76.642947,Nooranad
2004,1,6,33.721287,74.831062,Shopian
2005,1,6,25.381092,86.464994,Munger
2005,4,6,33.778175,76.576171,Unknown
2005,7,6,34.08374,74.789902,Srinagar
2005,7,6,33.778175,76.576171,Unknown
2005,8,6,26.149794,91.763931,Guwahati
2005,8,6,26.149794,91.763931,Guwahati
2006,8,6,34.205605,74.353867,Baramulla
2006,8,6,25.999858,92.870211,Hojai
2006,10,6,34.08374,74.789902,Srinagar
2006,10,6,25.638093,93.095714,Hathikhali
2006,11,6,26.149794,91.763931,Guwahati
2007,1,6,33.721287,74.831062,Shopian
2007,6,6,24.798346,93.94043,Imphal
2007,11,6,34.161541,74.553093,Pattan
2007,11,6,22.012087,87.973677,Nandigram
2008,3,6,33.08026,74.836625,Reasi
2008,5,6,24.798346,93.94043,Imphal
2008,5,6,18.895394,81.351442,Dantewara
2008,8,6,24.134102,84.213388,Dandai
2008,8,6,26.424899,90.972415,Howly
2008,9,6,24.798346,93.94043,Imphal
2008,12,6,25.846914,93.429764,Diphu
2008,12,6,25.850433,92.883469,Kheroni
2008,12,6,33.978376,74.812002,Wathora
2009,4,6,25.535303,89.862262,Mankachar
2009,4,6,26.149794,91.763931,Guwahati
2009,4,6,24.749905,84.370896,Ketaki
2009,4,6,23.717088,84.757017,Chakla
2009,5,6,19.203477,81.934532,Jagdalpur
2009,5,6,18.9,81.35,Dantewada district
2009,7,6,18.815236,82.712102,Koraput district
2009,8,6,24.798346,93.94043,Imphal
2009,9,6,23.369968,85.325012,Ranchi
2009,9,6,22.404193,87.379866,West Midnapore district
2009,10,6,20.304074,80.493827,Pannemara
2009,11,6,22.209761,86.894348,Gopiballavpur
2009,11,6,18.9,81.35,Dantewada district
2009,11,6,22.404193,87.379866,West Midnapore district
2009,12,6,18.895394,81.351442,Dantewara
2010,2,6,22.450177,86.899792,Jamboni
2010,2,6,22.124002,84.043175,Sundargarh district
2010,3,6,22.404193,87.379866,West Midnapore district
2010,4,6,18.9,81.35,Dantewada district
2010,5,6,25.856089,84.856857,Mater
2010,5,6,26.122892,85.368365,Muzaffarpur
2010,5,6,18.364195,81.892418,Malkangiri district
2010,7,6,24.798346,93.94043,Imphal
2010,7,6,18.364195,81.892418,Malkangiri district
2010,7,6,24.18,88.27,Murshidabad district
2010,8,6,23.919906,91.850304,Dhalai district
2010,9,6,25.960734,93.497468,Karbi Anglong district
2010,10,6,24.401944,83.053333,Sonebhadra district
2010,10,6,22.404193,87.379866,West Midnapore district
2010,11,6,22.138898,87.382878,Bandhagora
2010,12,6,24.798346,93.94043,Imphal
2010,12,6,22.045186,85.163631,Topadihi
2011,1,6,23.470966,88.556531,Nadia
2011,1,6,23.075278,85.278889,Khunti district
2011,1,6,22.424109,87.318986,Midnapore
2011,2,6,26.398022,90.269415,Bagmara
2011,2,6,24.872714,94.014637,Sawombung
2011,2,6,24.798346,93.94043,Imphal
2011,2,6,22.451393,86.992203,Jhargam
2011,4,6,24.246309,84.566767,Hesatu
2011,4,6,24.617585,93.888977,Mayang
2011,4,6,24.798346,93.94043,Imphal
2011,4,6,25.193491,90.634631,Baghmara
2011,5,6,22.365086,85.437557,West Singhbhum district
2011,5,6,17.837685,81.429027,Kalimela
2011,5,6,17.864437,81.408409,Podia
2011,6,6,24.311127,84.515665,Kaura
2011,7,6,23.606222,83.617754,Balrampur
2011,7,6,21.354615,83.397634,Pardhiyapali
2012,1,6,11.258753,75.78041,Kozhikode
2012,6,6,19.714948,81.245587,Narayanpur
2012,7,6,24.849105,92.483498,Bhanga
2012,8,6,24.774214,93.905712,Ghari
2012,8,6,18.49625,81.294556,Aranpur
2012,8,6,26.981131,84.853067,Raxaul
2012,9,6,27.567739,95.557243,Doom Dooma
2012,10,6,24.353369,93.699361,Churachandpur
2012,10,6,24.798346,93.94043,Imphal
2012,10,6,33.623547,75.145328,Qazigund
2012,10,6,17.247049,80.149295,Kommugudem
2012,11,6,18.800412,80.815393,Bijapur district
2012,11,6,19.963308,80.994045,Koilibeda
2013,1,6,24.235695,94.067459,Unknown
2013,1,6,20.633748,82.060976,Dabnahi
2013,1,6,20.633427,82.060804,Dabnahi
2013,1,6,23.744186,84.504429,Latehar district
2013,2,6,24.663717,93.906269,Unknown
2013,3,6,13.798115,79.043748,Yelamanda
2013,4,6,12.008135,75.481079,Maruthayil
2013,4,6,23.743805,84.504337,Latehar district
2013,4,6,24.663717,93.906269,Wabgai Leirak
2013,4,6,24.798346,93.94043,Koirengei
2013,5,6,25.197613,86.540267,Munger district
2013,5,6,25.197613,86.540267,Munger district
2013,5,6,12.12946,78.158097,Dharmapuri
2013,6,6,26.57701,93.171649,Karbi Anglong district
2013,7,6,18.055828,81.933021,Bejangiwada
2013,7,6,18.139245,81.852386,Bapanpalli
2013,8,6,33.774655,74.093469,Poonch
2013,9,6,19.122463,81.521931,Burgum
2013,10,6,25.607095,91.883918,Mawlai
2013,10,6,34.288891,74.463715,Sopore
2013,10,6,24.727274,93.372704,Kambiron
2013,10,6,24.136728,84.185057,Hazaribagh
2013,11,6,24.450089,94.026125,Pallel
2013,11,6,23.050671,85.201507,Khunti district
2013,11,6,19.739481,81.25753,Narayanpur district
2013,12,6,25.462704,81.870961,Chota Baghara
2013,12,6,18.561113,80.920395,Basaguda
2013,12,6,24.855989,94.510918,Kamjong
2013,12,6,26.63755,90.644049,Chirang district
2013,12,6,25.549444,90.326944,Oragitok
2013,12,6,25.193491,90.634631,Baghmara
2013,12,6,25.545684,90.42927,Sasatgre
2014,1,6,18.8689,83.115376,Balipeta
2014,3,6,27.096018,93.625625,Itanagar
2014,4,6,33.874027,74.901505,Pulwama
2014,4,6,18.236935,82.092699,Malkangiri district
2014,5,6,34.399646,73.862489,Tangdhar
2014,5,6,34.319167,74.373056,Watargam
2014,5,6,25.67921,85.354835,Hussaina Raghav
2014,5,6,34.288891,74.463715,Sopore
2014,5,6,34.288891,74.463715,Sopore
2014,5,6,31.352751,75.58428,Jalandhar
2014,5,6,24.802175,85.243784,Wazirganj
2014,6,6,33.932682,74.64822,Pakherpora
2014,6,6,18.797157,80.816112,Sarpanch Para
2014,6,6,25.51488,90.204708,Tura
2014,6,6,24.798346,93.94043,Longol
2014,7,6,17.984938,81.581726,Karanjuguda
2014,7,6,26.686599,90.575437,Koila-Moila
2014,7,6,26.494385,90.701032,Bijni
2014,7,6,18.391172,81.659233,Sukma district
2014,8,6,19.639548,79.474944,Dhanora
2014,8,6,34.400377,73.864189,Tangdhar
2014,9,6,23.516671,91.637215,Gomati district
2014,10,6,24.798346,93.94043,Imphal
2014,11,6,19.41861,83.812917,Siriguda
2014,12,6,24.795432,84.999365,Gaya district
2014,12,6,29.854279,77.888031,Roorkee
2014,12,6,25.846525,93.429875,Diphu
2015,1,6,18.00113,79.468227,Tekulagudem
2015,1,6,20.040117,80.627589,Pakhanjore
2015,2,6,24.992773,93.506464,Tamenglong district
2015,2,6,27.24538,95.918946,Manmao
2015,2,6,20.272043,80.311806,Ghodezhari
2015,4,6,34.161541,74.553093,Pattan
2015,4,6,33.680595,74.841461,Amshipora
2015,4,6,33.931011,75.114212,Tral
2015,4,6,18.790598,80.816123,Bijapur district
2015,5,6,24.869637,93.806072,Kangchup Geljang
2015,5,6,24.988392,93.49534,Tamenglong district
2015,6,6,26.120888,85.36472,Muzaffarpur district
2015,8,6,32.810289,75.550107,Basantgarh
2015,8,6,23.584152,84.053548,Tisia
2015,8,6,23.584152,84.053548,Tisia
2015,10,6,17.465292,78.376555,Kothaguda
2015,10,6,24.780654,93.967437,Imphal East district
2015,10,6,18.122023,80.892715,Uyyalamadugu
2015,11,6,25.065567,84.973952,Makhdumpur
2015,11,6,24.798346,93.94043,Imphal
2015,11,6,25.898183,90.487883,North Garo Hills district
2015,12,6,24.780076,93.911589,Imphal
2016,1,6,18.881486,81.152792,Mirtur
2016,1,6,33.705026,75.247849,Anantnag district
2016,2,6,25.603406,85.136641,Patna
2016,3,6,10.803509,78.737252,Kattur
2016,3,6,26.647163,84.913763,Motihari
2016,3,6,19.724015,81.242378,Narayanpur district
2016,3,6,14.378553,79.913673,Kumkumpudi
2016,4,6,18.141779,82.686789,Munchingput
2016,4,6,24.031944,85.277222,Belargara
2016,4,6,20.279055,80.992169,Kanker district
2016,4,6,18.463928,82.543239,Jalaput
2016,4,6,25.05455,83.677393,Kaimur
2016,5,6,24.795452,84.999431,Ammakuan
2016,5,6,33.946251,74.798309,Chadoora
2016,5,6,24.543551,93.967437,Pangaltabi
2016,7,6,34.08374,74.789902,Srinagar
2016,8,6,24.798346,93.94043,Imphal
2016,8,6,18.391134,81.659273,Sukma district
2016,8,6,31.354397,75.556258,Jalandhar
2016,8,6,24.798346,93.94043,Imphal
2016,8,6,22.603573,86.632744,Gurgaikocha
2016,8,6,22.408769,87.373316,West Midnapore district
2016,8,6,22.408769,87.373316,West Midnapore district
2016,8,6,22.408769,87.373316,West Midnapore district
2016,8,6,22.408769,87.373316,West Midnapore district
2016,9,6,20.967554,82.468506,Komakhan
2016,9,6,22.9725,85.280833,Murhu
2016,10,6,34.376325,74.307421,Langait
